id,text,labels
31100,quá buồn,[21]
tik014286,"nọng to
mặt mụn
mũi củ tỏi
thề luôn đến việc ngồi ăn trong lớp th cũng đủ áp lực r","[19, 25]"
12497,Ha Nguyen thuận là xấu hổ nếu con điểm thấp lên cứ đặt áp lực cho con. M cứ bình thường thôi. Đừng lm quá,"[6, 26]"
4837,quan trọng là ông bà nội ngoại bạn phải giàu cái đã,[27]
32943,"ông Trump sinh cậu năm 60 tuổi, ông Trump thiệt là number one...",[8]
you000647,"idol của e, dù có thế nào, a cũng đã vẫn iza best ạ",[8]
tik017901,"cười không xin, mụn,.. tự ti lắm b oi","[19, 21]"
23056,Vl khổ vậy :)),"[25, 0]"
6766,làm như là người tối cổ mà không biết . này là bếp từ phiên bản đầu tiên chứ gì,"[25, 26, 24]"
11781,Rất hay và ý nghĩa!,"[2, 9, 11]"
17327,"Duc Anh đr, mà cnay là trung tâm của gv á, học xong tới đó học dò bài đồ",[11]
5610,xài vietcombank sinh nhật cũng không được chúc luôn :((,"[20, 21]"
3241,xưa dữ luôn,[12]
tik008252,Trong nhà chỉ có bà nội thương t nhất nhà cái gì cũng mua cho t mong sau này thành công để lo lại Cho bà nội 🤍,"[4, 6]"
5005,thô nhưg thật :)),"[12, 0]"
12814,Hoàng Thy t k xem đâu. T sợ lm,"[16, 17]"
6784,tao không theo dõi phim . xem bập bõm mấy tập mới biết em nó là con gái 😅.,"[0, 13]"
1259,"per chế sợ nó hơn sợ chó , nhớ hồi nhỏ đang đánh răng nó rượt mà cầm ca , bàn chảy , miệng thì đầy kem vừa chạy vừa khóc như con chó",[16]
23113,khốn nạn thiệt,"[24, 25]"
31786,Lien Bang theo lời Ricon là Messi mua nhé. Đấy thằng trên vừa bảo kìa. Còn tính thực lực Cr7 là nhất nhé. Nhiều khi thấy Ricon n cay riết n khùng khùng điên điên s á,"[25, 24]"
6141,đã từng nên tao hiểu cảm giác ấy . vừa tiếc ly trà sữa vừa phải lết xác đi giặt cái balo,"[25, 21]"
22718,Luong Nguyen xem video ở đâu v ạ?,[14]
tik017988,"mik tự ti, cảm giác đi chung vs 1 đám bn đẹp ns lạ lẫm thật, như mik lạc vào 1 đàn thiên nga v, mỗi khi ng khác nhìn thẳng vào mặt mik, mik lại cố tránh né họ vì sợ họ đánh giá khuyết điểm của mik","[21, 19]"
22730,Như trung cổ,[27]
31094,Nguyễn Phin quá nhục hahaah,[0]
2595,đừng ai lấy cả hộp kẹp của anh ý nhé :(((,"[21, 17]"
x001138,"@Gocnhocuabo ""Những giai điệu êm dịu này mang lại cho ngày mới cảm giác thư thái và bình yên.""","[2, 5, 10]"
you000012,Nghe lời ông nội này chuyên nói dóc làm méo lịch sử,"[24, 26, 23]"
tik003429,tao k những nghèo.. nghèo là k có tiền.. còn tao là nợ luôn.!.! 🥹,"[20, 21]"
tik005058,anh oi 2 vo chong anh nay dia chi o dau vay em muon giup do,"[14, 6]"
42,bọn biến thái,[23]
31470,"Thua là thua khóc cái mía gì, trình mình tới thế thôi","[20, 25]"
you000697,Tiếp tục ra video tiếp anh nhé,[1]
20910,"Công nghệ phát triển nên đầu óc chúng nó ngu ra ,nhất thằng đầu puồi đeo kính nhìn ứa gan thật chứ","[25, 24]"
2193,per đi đâu cũng nghe bài này riết muốn tắt dẹp cho rồi,"[25, 26]"
tik009500,chúc nội thật nhiều sức khoẻ🥰,[6]
you003117,Trước đây em rất mạnh dạn sôi nổi nhưng có những sai lầm khiến mình bị quê nên đã nút nhát đung như kiểu a nói,"[18, 21, 20]"
6486,đù . ?????? sợ tụt lol,"[13, 16, 17]"
18168,"Cần lên án mạnh mẽ, để những người có trách nhiệm trong việc này phải chịu trách nhiệm!","[24, 26]"
28443,Thật sự...,[27]
3955,cay vãi lồn,"[24, 23]"
tik023306,Tôi Yêu Việt Nam 🇻🇳🇻🇳🇻🇳,"[3, 7]"
2864,làm phục vụ xong 4 tháng đi hà nội 1 lần chỉ để gặp người yêu xong giờ thì mới biết là nó cắm nguyên cây sừng lên đầu mình,"[21, 24, 22]"
you005335,lỡ ổng có trí nhớ tốt và chắc chắn ktra từng con ốc khi gắn lại từng bộ phận thì s🤔,"[14, 15]"
2259,cái đồng hồ mọi người cho em hỏi giá bao nhiêu ạ,[14]
6479,"dễ thương , đáng yêu , cưng ...","[3, 6, 2]"
11602,""" thằng"" này nó đang bực vợ nó.đấm đau thật...🤣🤣🤣","[0, 24]"
26215,Cho cả đoàn đi ăn cơm nhà nước được k.,[14]
tik021738,ờ... ngại 🙂,[19]
tik004054,Cho mình ủng hộ mỗi người 2 bộ đồ: 0948293298 .,"[6, 4]"
12826,Ánh Ngọc  kog phải gửi trẻ người ta thu nhận những trẻ e cơ nhỡ lấy tiền mạnh thường quân thôi,"[24, 26]"
5300,"xốp dọn không sạch nổi , quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong , các bạn ý thức chút","[25, 24]"
29689,"Trần Văn Kiệm thì tôi có nói gì đâu. Tôi chỉ bảo ông anh đó nói đúng mà, chạy đầy đường",[11]
23922,Rảnh háng vậy ?,[14]
11809,Hoan Vũ Chỉ có bố mẹ mới làm đc điều đó thôi🥲,"[3, 20, 21]"
21392,Bây giờ ra đường thật nguy hiểm,"[16, 17]"
you005904,4 cái cuối giống tui,[12]
11280,Bé chắc chắn đã hoảng loạn và sợ hãi đến hơi thở cuối cùng. 1 ngày dài trên xe gào khóc hoảng sợ. Từ lúc đọc tin đến giờ cứ nôn nao k thể ngủ đc 😭,"[16, 17, 21, 22]"
5834,này thì câu thích 😂😂😂,"[0, 2]"
you003306,Có muốn anh ơi.,[4]
1341,vâng chú ah haha,[0]
33680,Nguyễn Thương  quyết không lấy chồng,"[27, 26]"
18232,"Cháu mi ah Phương 🥲 hic, thương quá....","[6, 21, 22, 14]"
19342,Khả Như đây cái phòng khám đó sẵn phốt lun cho mn né .nó nằm ở tô hiến thành q10,"[25, 26]"
29374,"Su Pon phe nào giàu,a theo",[27]
you002033,Hay ghê luôn á. Ủng hộ chị này.,[11]
30459,Chúc mừng Chú Trump ♥️♥️♥️♥️♥️♥️,"[2, 3]"
21983,Để dành đi comment dạo đúng. Chek cam cho đền,[25]
x000243,@HongNgu60455683 Vượt qua mọi thử thách. Ngày mới an vui nha,[5]
you002839,"Tôi cũng đang tắm trạng tiêu cực, hôm qua chẳng làm gì sai , bị bà đồng nghiệp chút giận , bực mình kg chịu nổi , thỉnh thoảng bị bà ấy làm cho 1tran chán quá, kg muốn làm nữa.may ban chia sẻ mình biết h mình phải làm gì, cảm ơn ban nhiều","[24, 21, 10, 25]"
you002794,Layout hôm nay đẹp quá chị ơi!,[11]
x001463,@TvNhinhi Hôm nay là một ngày tuyệt vời hơn ngày hôm qua,"[5, 2]"
2672,per tôi có 1 thằng bạn lúc nào cũng chỉ lo dìm hàng chiều cao của tôi thôi .,[21]
14710,"Còn mẹ còn lối đi về. 
Mất mẹ thì lối về quê không còn. 
Anh em chỉ vì tiền.
Mà anh lìa bỏ chị trên em dưới..
 Anh em ko bằng người rưng nước lã.","[20, 22, 24, 21]"
2153,đm độc bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý thức của tụi mày đó đầu trâu óc chó . nếu chọn nghề khác thì dume ai làm công việc đó ... nghề chọn mình mình không chọn nghề được ... kể cả làm phò như tụi mày cũng vậy,"[24, 25]"
red000030,Quá mệt mỏi để có thể quan tâm đến việc người khác nghĩ gì về mình ))),"[25, 21]"
2853,vớ vẩn :)))),"[0, 26]"
tik023478,k biết ôtô của Vingroup thế nào chứ đt Vsmart quá ok luôn,"[11, 5]"
21499,"Lan Anh VU mãi mới thấy 1 cmt đúng cả 1 nhà máy sx mà bảo dừng là dừng ngay sao được ảnh hưởng đến bao nhiêu thứ. Họ chỉ dừng và xử lý dc máy đó thôi chứ. 
Mình đọc báo Hàn thì thấy cty cũng cho 1 số nhân viên nghỉ, nhưng các nhân viên ở phòng khác, tầng khác họ cũng đòi nghỉ vì k muốn đi qua tầng đó. Ncl cty cũng phải xử lý từng chút rồi, chứ mng cứ nghe báo Việt thêm mắm dặm muối phát sợ","[20, 25]"
x000607,"@Hien2021 Ở độ tuổi nào chúng ta cũng đều có nỗi sợ khác nhau, khi còn bé thì sợ không học tốt sợ điểm kém sau này lớn lên lại thấy sợ hãi chẳng giúp ích được gì nó chỉ khiến chúng ta yếu đuối và nhụt chí đi thôi",[16]
1305,per bị chì chiết từ 6h sang đến 23h phia . vẫn sống vui 😊😉,"[0, 2]"
tik016552,"thấp
môi dày
nhan sắc ấy tôi khiến tôi thấy tôi xấu nên mặt tôi xấu hơn mấy bạn nhiều","[21, 20, 19]"
tik003433,"Dạ Thương Anh,Chị quá..🥰🥰🥰","[6, 3]"
tik012780,nỗi lo của t là kbt ngày nai dẽ ntn,[17]
14723,Nói chuẩn luân,[11]
497,xịt nước là ướt rồi,[27]
you001393,"Cảm ơn thầy rất nhiều ạ ! Tuổi 18 nhiều bất ổn, có được người chia sẻ em cảm thấy rất biết ơn !","[9, 10]"
22756,"Tàn nhẫn và thú tính, quái vật tính luôn 😡","[23, 24]"
61,per sáng mai kiểu gì cũng về tới nhà :)),"[1, 2]"
tik024069,Quốc ca vang lên luôn có một niềm tự hào thiêng liêng 🥰🥰,"[2, 3, 7]"
5954,có gì mà vinh quang một bàn tay bị tật,[25]
x000231,@Ninh23354364 Ta mãi luôn hoài niệm về nó,"[21, 18]"
tik013848,"nhiều suy nghĩ áp lức khiến bạn tự ti phải không, tôi cũng thế ...
th nhọc ko chịu lớn","[17, 21]"
you002169,"Giang ơi làm kênh Youtube hoàn chỉnh có khó không ? mình thấy trên Youtube nói phải seo, phải đi back link...trong khi mình chỉ có đt thôi.neu mình ko có máy tính có làm đc ko","[14, 15]"
x001517,"@LinglingVNWL 🫶🫶🫶 an tâm rồi

NARS X LINGLING KWONG
#NARSSerumCushionxLingling
#Linglingkwong #หลิงหลิงคอง","[3, 10]"
14632,"Không gì bằng ace trong gđ. Nhưng đã là ace trong gđ mà sống biết nghĩ cho cá nhân mình thì ""VỨT MẸ ĐI""😒😒","[25, 26]"
tik005004,ơ đâu vây e,[14]
x000401,@quockhang733 Đúng vậy bạn ad. Nếu biết cách biến những khó khăn thành động lực,"[11, 5]"
tik002692,Cho dù ở quê nghèo khó đến mấy thì cũng phải trồng trọt gì đó. Ít nhất thì cũng có trồng rau củ để ăn mới phải. Còn trường hợp này thấy họ khổ nhưng mà có chút gì đó hơi khó hiểu…😌,[15]
787,"kinh nghiệm được truyền lại là khi nào nấu xong bỏ tí "" tro "" vào lần sau không phải nấu 😊",[0]
30104,Máy bay mua thì dễ.Quan trọng là người,[6]
23793,Cứ tiếp tục để thấy cuộc sống tuyệt vời thế nào.. : ),"[2, 5, 1]"
4484,được đấy tao thích,"[2, 11]"
16619,Các bác sĩ ở đây rất tận tâm và luôn quan tâm đến bệnh nhân,"[8, 9, 6]"
268,ý tưởng hay 😂,"[0, 11]"
tik013014,"Hãy cứ đi đi. T vs gia đình t trao đổi qua lại về việc t lựa chọn theo con đường Dj. Và rồi được Bố t ủng hộ, hãy cứ làm đi","[11, 5]"
2215,định mệnh tao lại quên mang áo mưa,"[20, 21]"
3541,per có sub rồi nè . má coi đi coi lại vẫn mắc cười . với đưa anh stk đi,"[0, 2]"
16318,"Ko cần biết câu chuyện mẹ con đúng sai ra sao nhưng bất Hiếu là tội nặng nhất trên đời, nhìn mẹ thương quá!","[26, 6, 21]"
x000683,"@quachvinhkhoa quên thì ko ai quên đc, chỉ là mình có nhớ về nó hay ko thôi","[21, 12]"
5927,có 1 đứa hợp tác vậy là cũg quý hoá quá rồi,[12]
tik013814,nhiều lúc mik cũng muốn nói thật nhiều nhưng ko bt phải làm sao...😐,[15]
tik023410,"Tự hào hai chữ
VIỆT NAM 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",[7]
x001364,@khongdongx53939 Cảm ơn tấm lòng của a,[9]
26936,Chả hiểu đầu óc nó nghĩ gì,[15]
12528,"To Tem hii. Phim phản ánh khá đúng b ah. Độ tuổi đó tâm sinh lý biến đổi nhất. Càng cấm, càng ép lại gây phản ứng ngược.","[11, 12, 9]"
tik008490,thật sự em rất nhớ nội người ít nói nhưng có gì ngon nội cũng chia cho em trước ngày nội mất em còn không kịp về để gặp nội lần cuối mõi ngày sự dằn vặt khóc hằng đêm vì nhớ tới nội 😔,"[18, 22]"
30243,"Không thấy có clip nhỉ,😁😁😁",[0]
4546,có vẻ như cái gì nước ngoài cũng to hơn nước ta 🙂,"[8, 13]"
tik012614,Hy vọng bạn sẽ tìm thấy những câu này phù hợp cho mục đích của mình@làm_thêm_thông_minh88,[6]
23941,"C.bi lại có group anti, đỉ mẹ 🤦‍♂️",[25]
4053,camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi,"[25, 26]"
25753,Công Vinh Nhưng mà cán bộ đánh dân là có đúng không 😌,"[24, 26]"
927,bất ngờ chưa =))),"[0, 13]"
12467,Chu Diệp Anh diễn đỉnh quá bé ơi.,"[8, 7]"
tik020712,Tại bị ngại với giao tiếp kém…,[19]
1430,dễ thương kinh khủng . bởi vậy mới nói mấy đứa yêu nhau là lầy nhất,"[0, 3]"
12466,Chu Diệp Anh bà thấy thương Phương lắm mà cũng yêu con ko kém nha,"[3, 6]"
you005656,Thuốc nhỏ mắt hay là thuốc nhỏ mắt,"[14, 27]"
27661,"Lee Tuấn Tình tiết khó như vậy cũng nghĩ ra đc, hảo hảo","[0, 8]"
tik016323,nếu k lấy đc trái tim của đàn ông hãy để cho đàn ông kính nể bạn,[5]
24011,Man TV mình thích kiểu lạnh lùng này vch lun,[8]
tik021096,kiểu muốn làm quen mà gia thế cao còn có bạn học giỏi mình nghĩ nếu bắc truyện làm quen thì bị khinh,"[17, 19]"
red000263,"Học được nhưng lười. thầy cô vừa mang vào đội tuyển, luyện đc 1 tuần thì lười, thế là xin out. Đi làm mới nhận ra tầm quan trọng của việc đạt điểm cao, đạt thành tích này kia khi còn đi học quan trọng thế nào.","[18, 12]"
4924,còn trẻ trâu lắm cả hai đứa,"[25, 26]"
you001702,"chị ơi, em muốn hỏi vì sao có nhiều tiêu cực, mệt mõi, áp lực như vậy nhưng chúng ta vẫn phải cố gắng thế ạ... :((",[21]
3520,là đứa quay video,[27]
27302,Hai Yen thề chứ đêm đang ngủ nghe bọn mèo nó gào rồi phá trên mái nhà là nằm im ko nhúc nhích luôn🤣 hồi đó còn bé yếu bóng vía nghe sợ muốn chết,"[0, 16]"
you003499,O em trai này làm như vậy o đúng rồi. Cháu trai này chưa được làm bộ thương thật lòng. Nhưng khi cưới về 1 thời gian có con rồi. Nó bỏ lấy con gái khác cháu ơi. Thím có đứa con gái. Nó theo con gái thím nó đập đầu chảy máu . Thím thấy tội nghiệp gả cho nó xong bây giờ nó đi lấy con khác nó bắt con gái thím chấp nhận vợ nhỏ. Con gái thím o thèm. Phải nó có 1.2 cái biệt thự. Có thể con gái thím chấp nhận được. Thím thấy con trai mà làm như vậy đập đầu chảy máu khi chưa được thì nó làm hành hạ con gái ạ.,[26]
24613,Nguyễn Tuyết Ngân tiếp theo thì là phú quý thì đúng thật,[11]
6216,sau cùng cả 2 đều bị ảnh hưởng trầm trọng :((,"[20, 21, 22]"
17314,"Chỉ mong con khỏe mạnh, bít giải quyết xử lí vấn đề trong cuộc sống là yên tâm rồi, sức học con tới đâu thì con học,","[5, 6, 3]"
4235,người ta đỗ dưới lòng đường chứ đỗ vào nhà chị đâu mà van hóa gì . chủ thớt mới là người ấu trĩ lạc hậu nhé,[24]
tik017902,nhìn mấy bn nữ khác trong lớp bỗng thấy tự ti=<,"[21, 19]"
16762,Lúc xem phải tua lại coi có xem nhầm ko :((,"[15, 20, 21]"
tik023912,Vô cùng tự hào!,[7]
23940,Người ta vầy mà bảo k chào,[25]
tik004673,ở đâu vậy,[14]
1992,bếp dầu chủ cái gì nữa,[25]
tik017621,có chút nhan sắc mà sao vẫn ngại ạ 😔,[19]
804,t nói thật tao hiền lắm . chứ bà lồn to kia mà gặp tao là ăn mấy cái mũ bảo hiểm vào mặt rồi :),"[24, 25]"
5012,trong mv mà có tao đứng dưới mưa nữa thì buồn phải biết,[21]
you002687,😍😍😍😘,"[3, 4]"
tik019724,Ê thiệt,[13]
x000657,"@july107193 Đã từng đau rất đau,nhưng rồi cũng cố để vượt qua,hi vọng bạn cũng sẽ vượt qua những thứ khó khăn nhất ạ ☺️,ko còn người này sẽ có người khác tốt hơn,đợi chờ là hp bạn à","[5, 10, 6]"
27313,Nguyen Dienn Hue Thuuthật lun đó tr. Mỗi lần nhìn cái mặt nạ hề là xách dép chạy 8 hướng,"[0, 16, 25]"
tik012318,sống như chỉ còn một ngày để sống thì không có gì để hối hận cả,"[5, 12]"
6564,thằng này đi sing học luật hay sao mà viết hay quá vậy ?,"[8, 13]"
31105,Vừa lòng tao ghê🤣🤣🤣,[0]
